nickname,world_name,character_class,character_level,character_exp_rate,character_date_create,dojang_best_floor,dojang_best_time,popularity,최소 스탯공격력,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,속성 내성 무시,상태이상 추가 데미지,무기 숙련도,추가 경험치 획득,공격력,마력,전투력,소환수 지속시간 증가,force_sum,force_mean,force_min
스윙클,스카니아,아델,293,30.064,2020-07-18T00:00+09:00,93,885,652,118244862,129939407,145.00,390.00,78.71,92.05,119,143.80,75,100,99999,160,123,282,1350,760,61160,9829,5868,6584,108488,57149,1483,4,4,4,0,0,290,195,35,6,140.00,5,6,7,5.00,0.00,91,505.00,8971,1851,229426728,10,2080.0,160.0,100.0
쿨삭,스카니아,제논,292,52.638,2016-07-02T00:00+09:00,93,862,427,253134783,278170088,171.00,502.00,113.78,96.52,106,125.75,85,100,98013,170,123,296,1350,760,34393,38932,11840,43475,159393,106996,330,330,4,826,0,0,285,260,60,5,63.00,2,6,0,5.00,7.00,91,588.50,7830,2062,276710627,10,2080.0,160.0,100.0
우수,엘리시움,호영,290,17.469,2021-03-10T00:00+09:00,65,859,377,143649328,157856402,91.00,316.00,121.51,96.98,111,125.80,74,100,54542,160,123,298,1350,700,5332,8052,5578,74352,60817,32924,4,4,4,1468,0,0,264,118,70,6,12.00,0,6,0,5.00,0.00,91,511.00,9396,1892,249406878,42,2020.0,155.3846153846154,40.0
코겜,베라,은월,291,65.219,2020-12-17T00:00+09:00,93,860,886,114591286,127323649,120.00,343.00,61.41,89.56,115,115.45,81,100,99999,160,123,259,1350,770,67385,8962,6459,5843,72100,48231,1473,4,4,4,0,0,227,132,105,5,99.00,2,6,7,5.00,0.00,90,264.00,7573,1727,214148920,17,2090.0,160.76923076923077,110.0
문봄,엘리시움,비숍,290,85.95,2023-10-02T00:00+09:00,87,885,415,147066935,154807299,72.00,507.00,65.08,96.63,118,126.15,105,100,37442,170,123,404,1370,750,9281,9281,95423,12708,42669,73857,4,4,1468,4,0,0,52,26,198,4,12.00,0,6,0,15.00,14.00,95,254.50,3035,11520,640485030,0,2040.0,156.92307692307693,60.0
취한펭귄,스카니아,데몬어벤져,290,1.811,2017-03-22T00:00+09:00,67,437,95,88243128,98047918,110.00,281.00,39.15,82.70,101,84.45,51,100,41928,160,123,248,1370,710,3940,3424,2211,1844,500000,,4,4,4,4,21951,0,213,144,71,4,121.00,2,6,7,5.00,6.00,90,275.00,7556,1778,204271631,0,2000.0,153.84615384615384,30.0
승효,베라,팔라딘,290,1.786,2011-07-03T00:00+09:00,60,882,774,93775961,103050505,91.00,362.00,89.00,91.01,110,114.80,97,100,99999,170,123,248,1350,690,64692,7789,5776,5038,100336,32293,1468,4,4,4,350,-207,263,32,50,4,106.00,0,6,3,5.00,6.00,91,179.00,7992,1851,225807825,0,2010.0,154.6153846153846,30.0
뿡뿡찌뿡,제니스,듀얼블레이더,290,78.746,2012-02-23T00:00+09:00,92,900,856,177317282,194854154,104.00,620.00,53.95,97.28,110,163.85,55,100,99999,160,123,426,1350,750,11776,14482,10135,94919,68434,27701,4,4,4,1468,89,56,25,29,62,6,12.00,4,6,7,5.00,14.00,91,111.00,11757,3211,692370041,10,2070.0,159.23076923076923,90.0
헤쿠,베라,비숍,292,26.101,2020-01-18T00:00+09:00,81,895,923,84123024,88550550,74.00,351.00,68.25,90.05,121,105.45,86,100,27422,170,123,298,1360,760,5708,5186,71760,9810,64930,106848,4,4,1478,4,2,-28,274,144,191,4,99.00,0,6,7,15.00,0.00,95,255.00,2641,8491,246225871,12,2060.0,158.46153846153845,80.0
택이,이노시스,패스파인더,295,10.005,2020-07-19T00:00+09:00,91,893,227,80396952,93484826,117.00,424.00,56.82,95.25,115,99.40,89,100,66210,160,123,260,1350,770,8605,61294,4848,5197,71246,38813,4,1493,4,4,0,0,281,86,35,4,121.00,5,6,7,5.00,0.00,86,344.00,8327,1932,237012243,10,2090.0,160.76923076923077,110.0
일정,크로아,듀얼블레이더,290,12.166,2017-08-31T00:00+09:00,91,878,210,131289452,145877167,70.00,525.00,53.95,95.84,87,109.45,59,100,99999,160,123,436,1360,730,11396,15603,10932,97530,53696,20623,4,4,4,1468,0,-201,21,21,99,6,12.00,5,6,7,5.00,14.00,90,130.00,10279,2662,639858284,10,2030.0,156.15384615384616,50.0
서브,크로아,나이트로드,295,2.66,2016-11-15T00:00+09:00,0,0,60992,166617359,196020421,74.00,564.00,61.77,95.32,117,122.10,75,100,76866,160,123,404,1350,760,11675,13947,9058,98940,43877,21056,4,4,4,1493,-466,-251,26,31,55,6,12.00,0,6,7,5.00,14.00,85,170.00,9713,2708,639978392,10,2080.0,160.0,100.0
속박,크로아,"아크메이지(불,독)",291,26.755,2011-09-07T00:00+09:00,70,874,753,128352243,135107622,150.00,503.00,54.00,97.12,90,138.10,49,100,26549,160,123,315,1350,770,6066,4890,80754,8249,55888,99490,4,4,1473,4,0,3838,218,124,160,4,12.00,5,6,3,15.00,6.00,95,222.00,2853,8828,350456029,10,2060.0,158.46153846153845,80.0
퍼리,엘리시움,다크나이트,291,15.827,2019-10-04T00:00+09:00,92,879,321,91934258,102149173,80.00,512.00,122.75,96.07,100,128.45,52,100,99999,160,123,272,1350,760,58266,7320,3984,4915,88801,23649,1473,4,4,4,0,0,186,79,138,4,12.00,6,6,7,5.00,14.00,90,170.00,7113,1506,242988478,12,2080.0,160.0,100.0
옥토,엘리시움,듀얼블레이더,294,90.599,2014-01-12T00:00+09:00,75,880,2260,116131189,127616689,102.00,343.00,117.07,74.11,109,107.85,60,100,92367,160,123,316,1350,770,6614,8390,5028,63951,66016,37681,4,4,4,1488,350,-232,291,256,55,6,118.00,5,6,7,5.00,6.00,91,476.50,8267,1833,230259341,0,2090.0,160.76923076923077,110.0
룬님,오로라,듀얼블레이더,291,23.362,2016-08-03T00:00+09:00,91,887,202,97360316,106989356,108.50,533.00,53.95,94.34,100,143.75,60,100,92623,160,123,312,1350,750,8336,11374,7483,65580,91213,38545,4,4,4,1473,350,91,323,158,56,6,12.00,5,6,7,5.00,6.00,91,261.00,9091,1922,324092077,10,2050.0,157.69230769230768,70.0
신수학다니자,스카니아,나이트로드,291,41.172,2018-05-23T00:00+09:00,70,876,253,195454848,229946878,105.00,659.00,61.77,97.72,104,157.10,75,100,79578,160,123,407,1350,750,9551,12881,9003,99165,64057,25638,4,4,4,1473,0,0,95,54,72,6,12.00,0,6,0,5.00,14.00,85,158.00,9675,3001,636349620,30,2070.0,159.23076923076923,90.0
강난빵,엘리시움,"아크메이지(불,독)",290,70.881,2018-07-29T00:00+09:00,75,861,885,154665353,161109741,149.00,459.00,54.00,95.61,100,144.05,48,100,32473,160,123,335,1360,720,6854,7284,82826,10446,52554,88003,4,4,1468,4,0,0,252,93,160,4,12.00,5,6,0,15.00,6.00,96,81.00,2886,10245,397530034,10,2040.0,156.92307692307693,60.0
제천시,오로라,나이트로드,291,28.901,2015-12-10T00:00+09:00,77,890,3387,151211935,175827828,222.00,442.00,61.77,93.00,121,147.05,84,100,50982,160,123,290,1380,740,4779,7915,5185,65333,65566,36554,4,4,4,1473,70,43,338,250,59,6,106.00,0,6,0,5.00,6.00,86,796.75,7164,1920,233996932,12,2060.0,158.46153846153845,80.0
가을바람,엘리시움,윈드브레이커,292,32.296,2022-07-04T00:00+09:00,93,899,284,187281030,217768637,104.00,291.00,79.37,95.50,136,132.35,69,100,79892,160,123,414,1360,750,12737,103250,9330,9293,62277,28256,4,1478,4,4,0,0,89,72,88,4,106.00,5,6,7,5.00,0.00,86,564.00,10753,3085,372241020,10,2070.0,159.23076923076923,90.0
졸린헤헤,엘리시움,아델,292,21.357,2020-02-02T00:00+09:00,87,896,193,94262842,104736489,107.00,336.00,67.31,88.28,101,108.80,74,100,99999,160,123,326,1370,760,64184,7915,4761,4813,99558,24681,1478,4,4,4,0,0,246,145,55,6,107.00,3,6,7,5.00,0.00,90,222.00,8790,1792,225086103,10,2080.0,160.0,100.0
피리꾼,엘리시움,듀얼블레이더,287,39.746,2010-02-25T00:00+09:00,90,878,1881,123182251,136869166,69.00,533.00,53.95,93.53,87,109.80,72,100,99999,168,123,438,1350,660,12335,14717,10610,91829,49261,24047,4,4,4,1453,229,463,12,4,63,6,12.00,7,6,7,5.00,14.00,90,86.00,10261,2238,614005801,10,1980.0,152.30769230769232,0.0
미투,스카니아,섀도어,291,43.307,2017-03-12T00:00+09:00,94,855,2538,120222644,132112793,119.00,449.00,77.05,96.11,92,157.55,80,100,99999,160,123,296,1350,750,4920,9003,6456,63409,57425,27764,4,4,4,1473,-100,-138,313,213,39,6,12.00,3,6,7,5.00,6.00,91,156.00,9796,2022,267049303,10,2050.0,157.69230769230768,70.0
StroboNights,루나,듀얼블레이더,293,52.753,2019-12-19T00:00+09:00,65,855,398,162411883,180457646,125.00,562.00,53.95,95.32,87,135.40,73,100,99999,160,123,426,1350,750,12112,15178,10450,93293,50678,28641,4,4,4,1483,550,300,23,27,87,6,12.00,4,6,7,5.00,14.00,90,60.00,10007,2458,610842681,10,2050.0,157.69230769230768,70.0
천화린,루나,나이트로드,290,32.275,2020-04-08T00:00+09:00,90,895,347,149377386,175738099,69.00,588.00,61.77,96.02,105,124.75,75,100,75132,160,123,406,1350,730,10436,13813,9962,98764,47503,22812,4,4,4,1468,550,300,23,11,131,6,12.00,0,6,7,5.00,14.00,85,158.00,8984,2600,632053497,10,2050.0,157.69230769230768,70.0
써드,베라,팬텀,292,41.848,2012-02-25T00:00+09:00,89,887,39945,114975858,126347094,113.00,356.00,88.76,93.03,104,108.15,89,100,52461,160,123,295,1370,750,5546,8755,5276,69211,73287,61251,4,4,4,1478,-468,-200,298,252,133,5,118.00,5,6,7,5.00,0.00,91,722.00,8464,1918,250904523,0,2060.0,158.46153846153845,80.0
호타룽,유니온,나이트로드,291,25.841,2016-10-01T00:00+09:00,76,651,103,156367999,183962351,72.00,590.00,61.77,97.50,104,117.00,71,100,71675,160,123,390,1360,760,10315,14233,10107,92577,51185,21924,4,4,4,1473,-409,-189,26,18,70,6,12.00,0,6,7,5.00,14.00,85,168.00,9825,2350,631986253,10,2080.0,160.0,100.0
군필히붕이,유니온,히어로,293,11.596,2005-04-16T00:00+09:00,86,898,5554,242282715,269203013,112.00,373.00,247.88,93.86,135,135.05,74,100,99999,160,123,268,1350,760,72217,7957,4612,4638,132101,45510,1483,4,4,4,3202,-183,340,255,70,4,118.00,0,6,0,5.00,0.00,90,500.00,8540,1826,237587008,10,2080.0,160.0,100.0
찌릿,루나,"아크메이지(썬,콜)",291,96.831,2010-06-29T00:00+09:00,89,891,1386,75165683,79121770,123.00,465.00,54.00,95.55,91,101.80,50,100,34388,160,123,281,1350,750,4482,4054,64748,8001,43055,132869,4,4,1473,4,-438,28329,238,149,197,4,12.00,0,6,0,15.00,6.00,95,221.00,2186,7191,247661813,10,2070.0,159.23076923076923,90.0
or릇,엘리시움,듀얼블레이더,287,77.718,2014-12-02T00:00+09:00,93,891,450,70193868,77993186,75.00,503.00,53.95,93.56,88,103.50,71,100,87331,160,123,326,1350,650,7582,9967,5773,64047,72595,33520,4,4,4,1453,-455,-249,192,130,52,6,12.00,4,6,15,5.00,6.00,90,54.00,8135,1688,311447600,10,1970.0,151.53846153846155,0.0
이앗,크로아,비숍,292,65.949,2017-06-22T00:00+09:00,95,876,3798,80348566,84577437,66.00,317.00,58.73,91.75,114,103.80,81,100,27929,160,123,304,1350,750,5454,5893,72231,9613,43380,84886,4,4,1478,4,0,-223,255,145,203,4,87.00,0,6,0,15.00,0.00,95,336.00,2275,8960,256953428,10,2070.0,159.23076923076923,90.0
적분쓰,엘리시움,제로,290,7.655,2016-01-21T00:00+09:00,93,889,3560,219368469,243742741,149.00,590.00,58.30,96.82,94,96.20,75,100,99999,170,123,417,1350,740,99317,14207,9564,10408,62364,,1468,4,4,4,-304,0,20,24,73,2,12.00,2,6,7,5.00,14.00,90,132.00,10086,2729,659878841,0,2020.0,155.3846153846154,40.0
쿠쿠,스카니아,"아크메이지(불,독)",290,24.24,2014-11-25T00:00+09:00,63,880,956,163227979,171818924,117.00,534.00,54.00,95.22,90,103.40,65,100,35099,168,123,416,1350,710,8080,9393,96602,12344,40322,77466,4,4,1468,4,0,-255,21,25,183,4,12.00,6,6,0,15.00,14.00,95,150.00,2963,10745,630209578,10,2030.0,156.15384615384616,50.0
어어,스카니아,나이트로드,294,66.106,2018-05-14T00:00+09:00,80,878,53380,149328687,175680807,73.00,601.00,61.77,97.09,105,124.70,59,100,71399,160,123,395,1360,760,7857,10445,6737,100185,62462,29672,4,4,4,1488,0,0,26,31,82,6,12.00,0,6,7,5.00,14.00,85,195.00,8724,2387,592036720,12,2080.0,160.0,100.0
에보,엘리시움,나이트로드,293,77.893,2019-01-16T00:00+09:00,71,888,907,87903100,102212906,85.00,366.00,61.77,92.04,161,121.10,75,100,54463,160,123,254,1370,760,5503,7506,4276,62972,69436,35635,4,4,4,1483,0,0,340,255,55,6,137.00,0,6,7,5.00,6.00,86,785.00,7524,1872,221065042,10,2080.0,160.0,100.0
윈포,루나,윈드브레이커,291,77.91,2011-01-17T00:00+09:00,93,893,438,123512897,143619646,147.00,392.00,79.37,91.28,150,132.30,70,100,64747,170,123,311,1350,760,7865,67609,4390,4592,60255,26940,4,1473,4,4,-235,-129,289,254,95,4,75.00,5,6,7,5.00,0.00,86,461.50,8960,1939,198924576,0,2070.0,159.23076923076923,90.0
궁극,크로아,데몬슬레이어,293,20.368,2013-01-24T00:00+09:00,94,892,2227,70898534,78776148,69.00,407.00,73.03,88.98,103,94.50,105,100,99999,160,123,327,1350,750,72815,8826,5753,4721,79627,,1483,4,4,4,-459,0,224,144,123,5,99.00,0,6,7,5.00,6.00,90,210.75,7481,1828,293868250,10,2070.0,159.23076923076923,90.0
빙규,루나,나이트로드,292,68.031,2022-11-27T00:00+09:00,80,857,475,79376160,93383716,69.00,394.00,61.77,90.45,109,110.05,74,100,50719,160,123,283,1360,750,5476,7323,3838,66351,64136,28830,4,4,4,1478,0,0,225,149,55,6,110.00,0,6,7,5.00,6.00,85,229.00,7157,1745,231511246,12,2070.0,159.23076923076923,90.0
복귀3분차,루나,에반,290,84.046,2019-09-04T00:00+09:00,91,897,242,208954830,217661280,105.00,590.00,67.31,97.79,100,183.05,64,100,35264,160,123,414,1350,750,8069,8330,101599,11362,47098,87087,4,4,1468,4,0,0,95,56,86,4,12.00,2,6,17,5.00,14.00,96,191.00,3423,12659,630185382,10,2070.0,159.23076923076923,90.0
피통,베라,데몬어벤져,291,97.676,2016-07-05T00:00+09:00,80,887,433,1,1,105.00,365.00,39.15,91.14,100,96.20,31,100,49776,160,123,287,1350,750,4973,3931,2186,2387,500000,,4,4,4,4,22026,0,224,91,59,4,106.00,2,6,7,5.00,6.00,90,254.00,7653,1737,293850521,10,2070.0,159.23076923076923,90.0
끅예,엘리시움,에반,296,76.921,2011-11-16T00:00+09:00,93,878,18307,159093805,167467162,67.00,531.00,67.31,97.59,92,133.75,47,100,35329,160,123,404,1350,760,8410,8210,98369,10921,37227,129255,4,4,1498,4,-456,39292,24,31,74,4,12.00,2,6,15,5.00,14.00,95,248.00,3030,12351,627408315,10,2080.0,160.0,100.0
동수칸,베라,패스파인더,291,16.28,2019-04-10T00:00+09:00,65,894,123,138320650,160837964,89.00,509.00,45.20,97.60,213,112.00,95,100,99999,170,123,415,1370,750,13937,95461,9917,8030,63452,24805,4,1473,4,4,-200,50,49,29,35,4,12.00,4,6,27,5.00,6.00,86,211.00,11391,2773,631251491,10,2070.0,159.23076923076923,90.0
마옹언니,제니스,데몬어벤져,290,40.406,2016-03-20T00:00+09:00,76,871,1002,178561128,196221019,109.00,526.00,57.24,94.99,101,101.45,95,100,52138,160,123,397,1350,720,5195,3821,3125,2944,500000,,4,4,4,4,21951,0,46,26,72,4,12.00,2,6,27,5.00,14.00,91,91.00,8480,2405,591380434,10,2040.0,156.92307692307693,60.0
신진골,크로아,아델,295,6.067,2020-08-30T00:00+09:00,90,889,2841,192520228,213911362,119.00,490.00,67.31,96.68,90,117.50,75,100,99999,160,123,411,1350,760,99429,12366,9001,7993,95172,19701,1493,4,4,4,0,0,26,30,79,6,12.00,5,6,17,5.00,14.00,90,193.00,10951,2695,626665147,10,2080.0,160.0,100.0
도닌,엘리시움,나이트워커,294,41.39,2017-10-23T00:00+09:00,93,877,144,115455183,134250210,128.00,330.00,66.98,88.86,125,106.35,74,100,49607,160,123,287,1370,750,6162,8208,5278,64179,46968,28681,4,4,4,1488,-206,-101,333,260,55,6,118.00,5,6,0,5.00,6.00,86,494.00,7606,1917,196134923,32,2070.0,159.23076923076923,90.0
거젠,스카니아,다크나이트,292,93.437,2008-04-03T00:00+09:00,89,873,1786,107838863,119820957,76.00,357.00,122.75,93.69,90,119.75,67,100,99999,160,123,245,1380,760,63627,8505,5326,5504,114174,32845,1478,4,4,4,3001,-194,246,144,142,4,80.00,5,6,7,5.00,0.00,90,225.00,7799,1860,220990375,10,2080.0,160.0,100.0
뽀록,크로아,비숍,292,43.907,2023-08-08T00:00+09:00,92,876,124,157563640,165856462,66.00,440.00,68.25,95.67,113,116.45,70,100,39687,160,123,425,1350,760,10055,9504,105992,13957,49688,83190,4,4,1478,4,0,0,56,30,203,4,12.00,0,6,0,15.00,14.00,95,234.00,3128,11300,615709270,10,2080.0,160.0,100.0
유영준,크로아,윈드브레이커,295,9.939,2016-07-19T00:00+09:00,92,898,30975,94758914,110184781,131.00,385.00,79.37,91.25,115,152.40,71,100,65686,160,123,280,1350,790,10348,66811,5398,5640,67978,32657,4,1493,4,4,-496,-227,240,194,95,4,95.00,4,6,7,5.00,0.00,86,580.00,7369,2050,181687559,0,2080.0,160.0,100.0
겹궁,스카니아,신궁,291,4.493,2015-06-26T00:00+09:00,82,891,140,89517374,104089968,84.00,341.00,83.56,92.96,166,133.75,76,100,69713,160,123,275,1350,750,7406,67570,4604,4608,100967,46410,4,1473,4,4,-466,-232,245,145,45,4,107.00,0,6,0,5.00,6.00,86,256.00,8221,1935,229816993,10,2070.0,159.23076923076923,90.0
0히페리온0,스카니아,제논,291,38.439,2014-07-26T00:00+09:00,80,886,440,195798020,217553354,108.00,524.00,26.50,97.68,90,104.50,80,100,99999,160,123,405,1355,750,49331,52640,19798,56199,77091,51192,330,330,4,821,0,0,25,30,55,5,12.00,2,6,0,5.00,14.00,90,141.50,9957,2627,623844867,10,2070.0,159.23076923076923,90.0
슈밤,엘리시움,팔라딘,292,62.656,2003-10-09T00:00+09:00,95,892,12506,72485919,79654855,63.00,420.00,89.00,95.70,111,118.80,84,100,99999,160,123,274,1350,770,58797,10958,5562,5641,75772,28798,1478,4,4,4,350,-117,227,126,65,4,89.00,4,6,7,5.00,0.00,91,294.00,7839,1826,231891429,10,2090.0,160.76923076923077,110.0
뻣밍,엘리시움,제논,287,45.261,2025-01-23T00:00+09:00,0,0,7,103924701,114202967,132.00,361.00,26.50,91.98,103,97.70,77,100,82595,160,123,272,1350,530,28331,31199,10598,36906,85599,59900,330,330,4,801,0,0,254,88,125,5,148.00,3,6,6,5.00,0.00,91,332.00,7686,1976,199545288,0,1890.0,145.3846153846154,0.0
강오닝,루나,듀얼블레이더,290,67.31,2015-02-19T00:00+09:00,91,860,293,52369198,58187996,58.00,506.00,53.95,90.84,87,102.15,59,100,75360,160,123,291,1350,720,6545,7961,3525,53400,60717,25080,4,4,4,1468,0,-227,242,141,35,6,20.00,5,6,7,5.00,6.00,90,242.00,8067,1654,251338683,10,2040.0,156.92307692307693,60.0
서화솜,루나,듀얼블레이더,287,71.867,2016-10-13T00:00+09:00,72,877,507,128639365,142932627,66.00,577.00,53.95,95.28,87,114.60,81,100,99999,170,123,431,1350,650,10298,15177,10031,94661,58208,26951,4,4,4,1453,350,-226,12,17,60,6,12.00,5,6,3,5.00,14.00,90,34.00,10646,2909,622309779,10,1970.0,151.53846153846155,0.0
백새송,루나,"아크메이지(불,독)",291,49.186,2020-02-18T00:00+09:00,88,885,222,133459210,140483377,144.00,493.00,54.00,97.69,110,151.15,49,100,34302,160,123,339,1350,760,7928,7241,74954,11116,64820,91727,4,4,1473,4,0,0,175,174,198,4,12.00,5,6,0,15.00,14.00,95,212.00,2928,10020,337351647,10,2070.0,159.23076923076923,90.0
일라오이,엘리시움,팔라딘,293,21.547,2019-10-08T00:00+09:00,94,892,231,136920486,152133871,74.00,432.00,54.00,93.01,94,123.50,84,100,99999,160,123,411,1370,760,107414,13955,9524,10782,80532,17371,1483,4,4,4,0,0,46,46,65,4,138.00,2,6,0,5.00,0.00,90,270.00,9551,2686,573152544,10,2080.0,160.0,100.0
랏낙,오로라,비숍,295,4.578,2019-09-05T00:00+09:00,93,856,1224,539879445,568294147,233.00,627.00,218.86,98.56,124,167.10,85,100,36335,160,123,406,1350,760,8101,8963,98602,12431,49386,77964,4,4,1493,4,0,0,56,31,208,4,12.00,3,6,0,15.00,14.00,95,270.00,3801,10963,606659258,10,2080.0,160.0,100.0
벨벨,엘리시움,스트라이커,298,47.477,2013-12-09T00:00+09:00,96,873,12136,190012238,211124707,74.00,409.00,37.71,95.26,88,144.45,75,100,99999,160,123,414,1350,770,106956,12605,9491,8451,75460,21981,1508,4,4,4,-485,-515,27,32,81,5,59.00,2,6,7,5.00,14.00,90,209.00,11768,3041,629987432,10,2090.0,160.76923076923077,110.0
장원영,엘리시움,엔젤릭버스터,284,32.421,2018-08-29T00:00+09:00,60,871,-8,213135573,224353233,83.00,509.00,75.25,95.01,102,120.80,53,100,78935,165,123,424,1360,440,11677,103115,8561,8594,54321,26306,4,1438,4,4,0,0,12,16,61,5,52.00,2,6,7,5.00,14.00,95,81.00,9702,2897,621349178,10,1760.0,135.3846153846154,0.0
내로,베라,은월,296,9.718,2016-04-25T00:00+09:00,93,885,5101,107484652,119427389,112.00,284.00,62.81,93.04,119,138.15,69,100,99999,160,123,250,1350,750,62554,7495,5351,4923,78724,42301,1498,4,4,4,-472,-449,349,252,55,5,145.00,2,6,7,5.00,6.00,90,706.00,7898,1726,162164302,15,2070.0,159.23076923076923,90.0
응급노래,엘리시움,나이트로드,290,15.646,2016-08-04T00:00+09:00,79,831,209,84627304,98403840,80.00,361.00,61.77,92.11,133,116.45,79,100,48012,160,123,258,1360,750,4675,7574,4647,64142,55807,36670,4,4,4,1468,152,111,266,140,35,6,111.00,0,6,7,5.00,6.00,86,249.00,7311,1630,210524467,0,2040.0,156.92307692307693,60.0
카플,스카니아,비숍,286,61.529,2024-06-25T00:00+09:00,50,549,7,141280160,148715956,70.00,476.00,58.73,95.91,108,109.40,69,100,41717,160,123,419,1350,550,11109,11301,106000,15031,42529,72209,4,4,1448,4,0,0,12,10,190,4,12.00,0,6,3,15.00,14.00,95,96.00,3199,10461,616016627,0,1870.0,143.84615384615384,0.0
이소이,엘리시움,"아크메이지(불,독)",290,64.466,2009-06-27T00:00+09:00,90,892,1282,174788295,183987677,120.00,471.00,54.00,97.72,90,109.20,49,100,37070,160,123,431,1350,750,8358,9098,102469,12789,48345,100994,4,4,1468,4,0,14722,22,14,195,4,12.00,5,6,7,15.00,14.00,95,154.00,3155,10707,620538200,12,2040.0,156.92307692307693,60.0
세계,엘리시움,윈드브레이커,295,63.356,2014-04-20T00:00+09:00,98,894,607,204598127,237904796,110.00,423.00,79.37,90.06,135,145.60,82,100,66827,160,123,356,1350,770,10646,90625,8562,7670,51541,26070,4,1493,4,4,-263,-147,69,34,86,4,60.00,0,6,7,5.00,6.00,86,366.00,13020,2846,546617251,10,2090.0,160.76923076923077,110.0
sollov,엘리시움,듀얼블레이더,290,15.403,2020-09-04T00:00+09:00,88,862,584,247294088,271751742,113.00,652.00,120.43,97.22,113,163.85,53,100,99999,160,123,426,1380,750,10789,13799,9730,91309,74802,27337,4,4,4,1468,550,300,53,27,70,6,12.00,5,6,7,5.00,14.00,91,143.00,11421,3325,619511825,10,2050.0,157.69230769230768,70.0
외국인,스카니아,섀도어,287,34.981,2023-07-27T00:00+09:00,70,868,196,82108751,91231944,64.00,405.00,75.55,90.82,57,127.90,86,100,99999,160,123,326,1370,640,7130,9636,7438,65439,50367,23567,4,4,4,1453,0,0,152,149,89,6,13.00,3,6,0,1.00,6.00,90,44.00,8752,1880,284601357,0,1960.0,150.76923076923077,0.0
나워이지여,크로아,나이트워커,291,25.943,2014-12-31T00:00+09:00,58,844,898,100796033,117204687,125.00,354.00,66.98,92.34,106,118.85,74,100,45485,160,123,249,1350,750,5594,7201,4517,58825,52732,29174,4,4,4,1473,-467,-247,338,236,89,6,110.00,5,6,7,5.00,0.00,86,755.00,7351,1668,188949307,30,2060.0,158.46153846153845,80.0
동동주,제니스,플레임위자드,290,18.847,2017-11-25T00:00+09:00,95,894,533,74459470,78378388,66.00,372.00,106.25,86.29,106,87.45,75,100,23691,160,123,290,1350,750,5395,5115,59539,7525,50238,86488,4,4,1468,4,0,0,253,141,55,4,103.00,1,6,17,5.00,6.00,95,301.00,2519,7765,171464016,10,2050.0,157.69230769230768,70.0
소록창,루나,듀얼블레이더,285,47.962,2017-07-29T00:00+09:00,0,0,16,121443026,134936694,70.00,618.00,53.95,95.45,87,118.40,75,100,99999,160,123,422,1350,580,9501,13326,9979,88767,69572,28090,4,4,4,1443,334,190,12,17,65,6,12.00,5,6,0,5.00,13.00,90,22.00,10495,2770,617998794,12,1920.0,147.69230769230768,0.0
최강셰도찬희,엘리시움,섀도어,287,37.417,2020-09-15T00:00+09:00,62,854,60,106399983,116923056,77.00,316.00,77.05,89.58,110,130.80,70,100,99999,160,123,357,1370,660,8703,11213,8104,70653,54063,26164,4,4,4,1453,0,0,256,151,49,6,115.00,4,6,6,5.00,6.00,91,214.00,9487,2143,259813892,0,1980.0,152.30769230769232,0.0
서아,스카니아,나이트워커,291,38.173,2021-11-18T00:00+09:00,90,899,39,364964831,424377707,238.00,633.00,66.98,97.89,100,176.80,75,100,74708,170,123,394,1370,800,10000,12703,9794,100649,45822,25142,4,4,4,1473,0,0,50,31,90,6,12.00,0,6,0,5.00,14.00,86,205.00,10346,3048,639526645,32,2080.0,160.0,100.0
뉴비,스카니아,섀도어,293,58.498,2018-12-28T00:00+09:00,87,890,585,220687826,245208693,121.00,463.00,75.55,95.70,108,174.35,74,100,99999,168,123,412,1370,760,16155,19155,13117,101400,54302,25783,4,4,4,1483,0,0,46,141,90,6,95.00,5,6,7,5.00,8.00,90,275.00,11027,2940,617106549,12,2080.0,160.0,100.0
삐만,스카니아,나이트로드,291,27.087,2012-05-09T00:00+09:00,84,848,208,86252130,101473092,66.00,444.00,61.77,96.83,108,119.40,53,100,59363,160,123,323,1380,750,6570,10683,7027,76553,72247,36723,4,4,4,1473,234,129,104,128,95,6,12.00,0,6,3,5.00,14.00,85,186.00,6814,2076,283205287,0,2060.0,158.46153846153845,80.0
늘청송,유니온,히어로,290,35.933,2016-07-16T00:00+09:00,64,878,326,419522538,466136150,105.00,620.00,247.88,96.84,112,165.80,74,100,99999,160,123,404,1350,720,96009,15747,10707,10793,88143,27529,1468,4,4,4,-411,-197,56,32,104,4,17.00,3,6,0,5.00,14.00,90,267.00,11354,3082,615318965,0,2040.0,156.92307692307693,60.0
